inspection_id,inspection_date,supplier_id,component_id,process,characteristic,nominal,lsl,usl,unit,measured_value,in_spec,defect_flag,defect_category,severity,detection_method,batch_id
INS-00536,2026-02-25,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0091,1,0,,,Goods-in inspection,B-106-004-W08
INS-00542,2026-02-25,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0122,1,0,,,Goods-in inspection,B-106-003-W08
INS-00486,2026-02-26,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0038,1,0,,,Goods-in inspection,B-101-001-W08
INS-00487,2026-02-26,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9986,1,0,,,Goods-in inspection,B-101-001-W08
INS-00488,2026-02-26,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9967,1,0,,,Goods-in inspection,B-101-001-W08
INS-00493,2026-02-26,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0011,1,0,,,Goods-in inspection,B-101-002-W08
INS-00500,2026-02-26,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.985,1,0,,,Goods-in inspection,B-102-003-W08
INS-00501,2026-02-26,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9715,1,0,,,Goods-in inspection,B-102-003-W08
INS-00508,2026-02-26,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.99,1,0,,,Goods-in inspection,B-103-002-W08
INS-00509,2026-02-26,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9983,1,0,,,Goods-in inspection,B-103-002-W08
INS-00516,2026-02-26,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0053,1,0,,,Goods-in inspection,B-104-004-W08
INS-00517,2026-02-26,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0026,1,0,,,Goods-in inspection,B-104-004-W08
INS-00522,2026-02-26,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9968,1,0,,,Goods-in inspection,B-104-001-W08
INS-00529,2026-02-26,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.997,1,0,,,Goods-in inspection,B-105-005-W08
INS-00530,2026-02-26,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9947,1,0,,,Goods-in inspection,B-105-005-W08
INS-00537,2026-02-26,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0048,1,0,,,Goods-in inspection,B-106-004-W08
INS-00543,2026-02-26,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9866,1,0,,,Goods-in inspection,B-106-003-W08
INS-00489,2026-02-27,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0047,1,0,,,Goods-in inspection,B-101-001-W08
INS-00490,2026-02-27,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9973,1,0,,,Goods-in inspection,B-101-001-W08
INS-00502,2026-02-27,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.988,1,0,,,Goods-in inspection,B-102-003-W08
INS-00510,2026-02-27,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9977,1,0,,,Goods-in inspection,B-103-002-W08
INS-00518,2026-02-27,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0089,1,0,,,Goods-in inspection,B-104-004-W08
INS-00531,2026-02-27,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.001,1,0,,,Goods-in inspection,B-105-005-W08
INS-00538,2026-02-27,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0334,1,0,,,Goods-in inspection,B-106-004-W08
INS-00544,2026-02-27,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9955,1,0,,,Goods-in inspection,B-106-003-W08
INS-00545,2026-03-02,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0053,1,0,,,Goods-in inspection,B-101-001-W09
INS-00546,2026-03-02,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0078,1,0,,,Goods-in inspection,B-101-001-W09
INS-00547,2026-03-02,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0034,1,0,,,Goods-in inspection,B-101-001-W09
INS-00559,2026-03-02,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0078,1,0,,,Goods-in inspection,B-101-002-W09
INS-00562,2026-03-02,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9956,1,0,,,Goods-in inspection,B-102-003-W09
INS-00563,2026-03-02,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0109,1,0,,,Goods-in inspection,B-102-003-W09
INS-00571,2026-03-02,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9984,1,0,,,Goods-in inspection,B-103-002-W09
INS-00572,2026-03-02,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.993,1,0,,,Goods-in inspection,B-103-002-W09
INS-00579,2026-03-02,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9937,1,0,,,Goods-in inspection,B-104-004-W09
INS-00580,2026-03-02,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9972,1,0,,,Goods-in inspection,B-104-004-W09
INS-00587,2026-03-02,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9987,1,0,,,Goods-in inspection,B-104-001-W09
INS-00591,2026-03-02,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0034,1,0,,,Goods-in inspection,B-105-005-W09
INS-00592,2026-03-02,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0012,1,0,,,Goods-in inspection,B-105-005-W09
INS-00600,2026-03-02,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0084,1,0,,,Goods-in inspection,B-106-004-W09
INS-00601,2026-03-02,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9923,1,0,,,Goods-in inspection,B-106-004-W09
INS-00607,2026-03-02,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0078,1,0,,,Goods-in inspection,B-106-003-W09
INS-00608,2026-03-02,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0027,1,0,,,Goods-in inspection,B-106-003-W09
INS-00548,2026-03-03,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.999,1,0,,,Goods-in inspection,B-101-001-W09
INS-00549,2026-03-03,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9995,1,0,,,Goods-in inspection,B-101-001-W09
INS-00550,2026-03-03,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0089,1,0,,,Goods-in inspection,B-101-001-W09
INS-00560,2026-03-03,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0013,1,0,,,Goods-in inspection,B-101-002-W09
INS-00564,2026-03-03,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0099,1,0,,,Goods-in inspection,B-102-003-W09
INS-00565,2026-03-03,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9933,1,0,,,Goods-in inspection,B-102-003-W09
INS-00573,2026-03-03,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.0007,1,0,,,Goods-in inspection,B-103-002-W09
INS-00574,2026-03-03,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9946,1,0,,,Goods-in inspection,B-103-002-W09
INS-00581,2026-03-03,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9976,1,0,,,Goods-in inspection,B-104-004-W09
INS-00582,2026-03-03,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0,1,1,Burr,Minor,Goods-in inspection,B-104-004-W09
INS-00588,2026-03-03,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0005,1,0,,,Goods-in inspection,B-104-001-W09
INS-00593,2026-03-03,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9972,1,0,,,Goods-in inspection,B-105-005-W09
INS-00594,2026-03-03,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9997,1,0,,,Goods-in inspection,B-105-005-W09
INS-00602,2026-03-03,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0037,1,0,,,Goods-in inspection,B-106-004-W09
INS-00609,2026-03-03,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9559,0,1,Positional tolerance,Minor,CMM inspection,B-106-003-W09
INS-00551,2026-03-04,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0045,1,0,,,Goods-in inspection,B-101-001-W09
INS-00552,2026-03-04,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0037,1,0,,,Goods-in inspection,B-101-001-W09
INS-00553,2026-03-04,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9982,1,0,,,Goods-in inspection,B-101-001-W09
INS-00566,2026-03-04,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0144,1,0,,,Goods-in inspection,B-102-003-W09
INS-00567,2026-03-04,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0107,1,0,,,Goods-in inspection,B-102-003-W09
INS-00575,2026-03-04,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9989,1,0,,,Goods-in inspection,B-103-002-W09
INS-00583,2026-03-04,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0018,1,0,,,Goods-in inspection,B-104-004-W09
INS-00589,2026-03-04,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0099,1,0,,,Goods-in inspection,B-104-001-W09
INS-00595,2026-03-04,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0067,1,0,,,Goods-in inspection,B-105-005-W09
INS-00596,2026-03-04,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9965,1,0,,,Goods-in inspection,B-105-005-W09
INS-00603,2026-03-04,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0057,1,0,,,Goods-in inspection,B-106-004-W09
INS-00604,2026-03-04,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0197,1,0,,,Goods-in inspection,B-106-004-W09
INS-00610,2026-03-04,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9855,1,0,,,Goods-in inspection,B-106-003-W09
INS-00554,2026-03-05,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0038,1,0,,,Goods-in inspection,B-101-001-W09
INS-00555,2026-03-05,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.999,1,0,,,Goods-in inspection,B-101-001-W09
INS-00556,2026-03-05,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0051,1,0,,,Goods-in inspection,B-101-001-W09
INS-00561,2026-03-05,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0084,1,0,,,Goods-in inspection,B-101-002-W09
INS-00568,2026-03-05,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0202,1,0,,,Goods-in inspection,B-102-003-W09
INS-00569,2026-03-05,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0057,1,0,,,Goods-in inspection,B-102-003-W09
INS-00576,2026-03-05,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9908,1,0,,,Goods-in inspection,B-103-002-W09
INS-00577,2026-03-05,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9918,1,0,,,Goods-in inspection,B-103-002-W09
INS-00584,2026-03-05,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9963,1,0,,,Goods-in inspection,B-104-004-W09
INS-00585,2026-03-05,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0028,1,0,,,Goods-in inspection,B-104-004-W09
INS-00590,2026-03-05,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9991,1,0,,,Goods-in inspection,B-104-001-W09
INS-00597,2026-03-05,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9954,1,0,,,Goods-in inspection,B-105-005-W09
INS-00598,2026-03-05,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0019,1,0,,,Goods-in inspection,B-105-005-W09
INS-00605,2026-03-05,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0088,1,0,,,Goods-in inspection,B-106-004-W09
INS-00611,2026-03-05,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9886,1,0,,,Goods-in inspection,B-106-003-W09
INS-00557,2026-03-06,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0033,1,0,,,Goods-in inspection,B-101-001-W09
INS-00558,2026-03-06,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0013,1,0,,,Goods-in inspection,B-101-001-W09
INS-00570,2026-03-06,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9922,1,0,,,Goods-in inspection,B-102-003-W09
INS-00578,2026-03-06,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.0082,1,0,,,Goods-in inspection,B-103-002-W09
INS-00586,2026-03-06,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9881,1,0,,,Goods-in inspection,B-104-004-W09
INS-00599,2026-03-06,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0041,1,0,,,Goods-in inspection,B-105-005-W09
INS-00606,2026-03-06,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0053,1,0,,,Goods-in inspection,B-106-004-W09
INS-00612,2026-03-06,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9856,1,0,,,Goods-in inspection,B-106-003-W09
INS-00613,2026-03-09,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0132,1,0,,,Goods-in inspection,B-101-001-W10
INS-00614,2026-03-09,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0082,1,0,,,Goods-in inspection,B-101-001-W10
INS-00615,2026-03-09,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9996,1,0,,,Goods-in inspection,B-101-001-W10
INS-00627,2026-03-09,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9993,1,0,,,Goods-in inspection,B-101-002-W10
INS-00630,2026-03-09,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0165,1,0,,,Goods-in inspection,B-102-003-W10
INS-00631,2026-03-09,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9894,1,0,,,Goods-in inspection,B-102-003-W10
INS-00639,2026-03-09,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.994,1,0,,,Goods-in inspection,B-103-002-W10
INS-00640,2026-03-09,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,8.0066,1,0,,,Goods-in inspection,B-103-002-W10
INS-00647,2026-03-09,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0065,1,0,,,Goods-in inspection,B-104-004-W10
INS-00648,2026-03-09,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0017,1,0,,,Goods-in inspection,B-104-004-W10
INS-00655,2026-03-09,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9882,1,0,,,Goods-in inspection,B-104-001-W10
INS-00659,2026-03-09,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9985,1,0,,,Goods-in inspection,B-105-005-W10
INS-00660,2026-03-09,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0041,1,0,,,Goods-in inspection,B-105-005-W10
INS-00668,2026-03-09,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.988,1,0,,,Goods-in inspection,B-106-004-W10
INS-00669,2026-03-09,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0092,1,0,,,Goods-in inspection,B-106-004-W10
INS-00675,2026-03-09,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9962,1,0,,,Goods-in inspection,B-106-003-W10
INS-00676,2026-03-09,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0153,1,0,,,Goods-in inspection,B-106-003-W10
INS-00616,2026-03-10,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9995,1,0,,,Goods-in inspection,B-101-001-W10
INS-00617,2026-03-10,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0055,1,0,,,Goods-in inspection,B-101-001-W10
INS-00618,2026-03-10,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0001,1,0,,,Goods-in inspection,B-101-001-W10
INS-00628,2026-03-10,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0003,1,0,,,Goods-in inspection,B-101-002-W10
INS-00632,2026-03-10,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0174,1,0,,,Goods-in inspection,B-102-003-W10
INS-00633,2026-03-10,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0169,1,0,,,Goods-in inspection,B-102-003-W10
INS-00641,2026-03-10,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.992,1,0,,,Goods-in inspection,B-103-002-W10
INS-00642,2026-03-10,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9981,1,1,Assembly interface,Major,Assembly build check,B-103-002-W10
INS-00649,2026-03-10,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0027,1,0,,,Goods-in inspection,B-104-004-W10
INS-00650,2026-03-10,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9953,1,0,,,Goods-in inspection,B-104-004-W10
INS-00656,2026-03-10,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.996,1,0,,,Goods-in inspection,B-104-001-W10
INS-00661,2026-03-10,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9996,1,0,,,Goods-in inspection,B-105-005-W10
INS-00662,2026-03-10,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9967,1,0,,,Goods-in inspection,B-105-005-W10
INS-00670,2026-03-10,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9981,1,0,,,Goods-in inspection,B-106-004-W10
INS-00677,2026-03-10,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9988,1,0,,,Goods-in inspection,B-106-003-W10
INS-00619,2026-03-11,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.001,1,0,,,Goods-in inspection,B-101-001-W10
INS-00620,2026-03-11,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.006,1,0,,,Goods-in inspection,B-101-001-W10
INS-00621,2026-03-11,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0076,1,0,,,Goods-in inspection,B-101-001-W10
INS-00634,2026-03-11,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,59.9973,1,0,,,Goods-in inspection,B-102-003-W10
INS-00635,2026-03-11,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0196,1,0,,,Goods-in inspection,B-102-003-W10
INS-00643,2026-03-11,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9969,1,0,,,Goods-in inspection,B-103-002-W10
INS-00651,2026-03-11,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.006,1,0,,,Goods-in inspection,B-104-004-W10
INS-00657,2026-03-11,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9951,1,0,,,Goods-in inspection,B-104-001-W10
INS-00663,2026-03-11,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,18.0012,1,0,,,Goods-in inspection,B-105-005-W10
INS-00664,2026-03-11,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9993,1,0,,,Goods-in inspection,B-105-005-W10
INS-00671,2026-03-11,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0196,1,0,,,Goods-in inspection,B-106-004-W10
INS-00672,2026-03-11,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9881,1,0,,,Goods-in inspection,B-106-004-W10
INS-00678,2026-03-11,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9821,1,0,,,Goods-in inspection,B-106-003-W10
INS-00622,2026-03-12,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0046,1,0,,,Goods-in inspection,B-101-001-W10
INS-00623,2026-03-12,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0021,1,0,,,Goods-in inspection,B-101-001-W10
INS-00624,2026-03-12,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0048,1,0,,,Goods-in inspection,B-101-001-W10
INS-00629,2026-03-12,SUP-002,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9953,1,0,,,Goods-in inspection,B-101-002-W10
INS-00636,2026-03-12,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0091,1,0,,,Goods-in inspection,B-102-003-W10
INS-00637,2026-03-12,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.0341,1,1,Material issue,Critical,Goods-in inspection,B-102-003-W10
INS-00644,2026-03-12,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9932,1,0,,,Goods-in inspection,B-103-002-W10
INS-00645,2026-03-12,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9946,1,0,,,Goods-in inspection,B-103-002-W10
INS-00652,2026-03-12,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9975,1,0,,,Goods-in inspection,B-104-004-W10
INS-00653,2026-03-12,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9988,1,0,,,Goods-in inspection,B-104-004-W10
INS-00658,2026-03-12,SUP-001,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,42.0058,1,0,,,Goods-in inspection,B-104-001-W10
INS-00665,2026-03-12,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9982,1,0,,,Goods-in inspection,B-105-005-W10
INS-00666,2026-03-12,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.9938,1,0,,,Goods-in inspection,B-105-005-W10
INS-00673,2026-03-12,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0049,1,0,,,Goods-in inspection,B-106-004-W10
INS-00679,2026-03-12,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,11.9971,1,0,,,Goods-in inspection,B-106-003-W10
INS-00625,2026-03-13,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9978,1,0,,,Goods-in inspection,B-101-001-W10
INS-00626,2026-03-13,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0021,1,0,,,Goods-in inspection,B-101-001-W10
INS-00638,2026-03-13,SUP-003,CMP-102,CNC Milling,Bore Diameter,60.0,59.95,60.05,mm,60.002,1,0,,,Goods-in inspection,B-102-003-W10
INS-00646,2026-03-13,SUP-002,CMP-103,CNC Milling,Hub Thickness,8.0,7.97,8.03,mm,7.9915,1,0,,,Goods-in inspection,B-103-002-W10
INS-00654,2026-03-13,SUP-004,CMP-104,Cylindrical Grinding,Bore Diameter,42.0,41.975,42.025,mm,41.9927,1,0,,,Goods-in inspection,B-104-004-W10
INS-00667,2026-03-13,SUP-005,CMP-105,Cylindrical Grinding,Pitch Diameter,18.0,17.985,18.015,mm,17.999,1,0,,,Goods-in inspection,B-105-005-W10
INS-00674,2026-03-13,SUP-004,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0058,1,0,,,Goods-in inspection,B-106-004-W10
INS-00680,2026-03-13,SUP-003,CMP-106,CNC Milling,Oil Port Position,12.0,11.96,12.04,mm,12.0022,1,0,,,Goods-in inspection,B-106-003-W10
INS-00681,2026-03-16,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,24.9982,1,0,,,Goods-in inspection,B-101-001-W11
INS-00682,2026-03-16,SUP-001,CMP-101,CNC Turning,Journal Diameter,25.0,24.98,25.02,mm,25.0013,1,0,,,Goods-in inspection,B-101-001-W11
